team,type,subtype,session,start_frame,start_time,end_frame,end_time,from,to,start_x,start_y,end_x,end_y,phase
Away,BALL LOST,BALL LOST,1,8138,813.8,8146,814.6,B19,,0.32,0.03,0.25,0.08,1
Home,RECOVERY,INTERCEPTION,1,8145,814.5,8145,814.5,A07,,0.28,0.14,,,1
Home,PASS,PASS,1,8145,814.5,8152,815.2,A07,A04,0.28,0.14,0.22,0.1,1
Home,PASS,PASS,1,8189,818.9,8212,821.2,A04,A09,0.28,0.03,0.43,0.51,1
Home,PASS,PASS,1,8221,822.1,8249,824.9,A09,A01,0.4,0.53,0.36,0.91,1
Home,BALL LOST,INTERCEPTION,1,8249,824.9,8269,826.9,A01,,0.36,0.91,0.52,0.85,1
Away,RECOVERY,INTERCEPTION,1,8267,826.7,8267,826.7,B17,,0.49,0.9,,,1
Away,PASS,PASS,1,8267,826.7,8287,828.7,B17,B22,0.49,0.9,0.64,0.87,1
Away,PASS,PASS,1,8334,833.4,8340,834.0,B22,B20,0.59,0.82,0.61,0.73,1
Away,PASS,PASS,1,8362,836.2,8384,838.4,B20,B15,0.61,0.68,0.62,0.29,1
Away,PASS,PASS,1,8426,842.6,8435,843.5,B15,B21,0.5,0.23,0.44,0.21,1
Away,PASS,PASS,1,8452,845.2,8465,846.5,B21,B23,0.47,0.23,0.35,0.22,1
Away,PASS,PASS,1,8518,851.8,8528,852.8,B23,B21,0.38,0.25,0.42,0.2,1
Away,PASS,PASS,1,8545,854.5,8555,855.5,B21,B20,0.42,0.24,0.37,0.38,1
Away,PASS,PASS,1,8566,856.6,8575,857.5,B20,B19,0.35,0.36,0.32,0.47,1
Away,BALL LOST,INTERCEPTION,1,8575,857.5,8590,859.0,B19,,0.32,0.47,0.33,0.11,1
Home,RECOVERY,INTERCEPTION,1,8589,858.9,8589,858.9,A08,,0.34,0.21,,,1
Home,BALL LOST,HEAD,1,8589,858.9,8606,860.6,A08,,0.34,0.21,0.38,0.41,1
Away,RECOVERY,RECOVERY,1,8606,860.6,8606,860.6,B19,,0.39,0.46,,,1
Away,PASS,PASS,1,8606,860.6,8620,862.0,B19,B16,0.39,0.46,0.53,0.43,1
Away,PASS,PASS,1,8632,863.2,8654,865.4,B16,B17,0.53,0.47,0.48,0.78,1
Away,PASS,PASS,1,8687,868.7,8699,869.9,B17,B16,0.46,0.77,0.58,0.62,1
Away,PASS,PASS,1,8725,872.5,8748,874.8,B16,B22,0.56,0.6,0.28,0.97,1
Away,BALL OUT,BALL OUT,1,8755,875.5,8794,879.4,B22,,0.25,0.97,-0.04,0.73,1
Home,RECOVERY,RECOVERY,1,9032,903.2,9032,903.2,A11,,0.04,0.51,,,1
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,9032,903.2,9065,906.5,A11,,0.04,0.51,0.6,0.87,1
Away,CHALLENGE,AERIAL-WON,1,9064,906.4,9064,906.4,B22,,0.55,0.91,,,1
Away,RECOVERY,INTERCEPTION,1,9064,906.4,9064,906.4,B22,,0.55,0.91,,,1
Away,BALL LOST,HEAD,1,9064,906.4,9066,906.6,B22,,0.55,0.91,0.57,0.87,1
Home,CHALLENGE,AERIAL-LOST,1,9065,906.5,9065,906.5,A09,,0.54,0.9,,,1
Home,RECOVERY,RECOVERY,1,9066,906.6,9066,906.6,A09,,0.54,0.91,,,1
Home,BALL LOST,BALL LOST,1,9066,906.6,9070,907.0,A09,,0.54,0.91,0.6,0.91,1
Away,RECOVERY,RECOVERY,1,9071,907.1,9071,907.1,B22,,0.54,0.94,,,1
Away,BALL LOST,BALL LOST,1,9073,907.3,9095,909.5,B22,,0.54,0.94,0.55,0.67,1
Home,RECOVERY,INTERCEPTION,1,9096,909.6,9096,909.6,A06,,0.53,0.69,,,1
Home,BALL LOST,BALL LOST,1,9096,909.6,9099,909.9,A06,,0.53,0.69,0.57,0.63,1
Away,RECOVERY,INTERCEPTION,1,9099,909.9,9099,909.9,B21,,0.55,0.6,,,1
Away,PASS,PASS,1,9099,909.9,9118,911.8,B21,B19,0.55,0.6,0.6,0.72,1
Away,PASS,PASS,1,9118,911.8,9126,912.6,B19,B16,0.6,0.72,0.69,0.62,1
Away,PASS,PASS,1,9126,912.6,9134,913.4,B16,B21,0.69,0.62,0.6,0.57,1
Away,PASS,PASS,1,9199,919.9,9218,921.8,B21,B15,0.59,0.39,0.56,0.17,1
Away,PASS,PASS,1,9225,922.5,9234,923.4,B15,B21,0.55,0.18,0.48,0.32,1
Away,PASS,PASS,1,9259,925.9,9270,927.0,B21,B20,0.44,0.42,0.52,0.63,1
Away,PASS,PASS,1,9278,927.8,9296,929.6,B20,B17,0.51,0.64,0.46,0.92,1
Away,PASS,PASS,1,9322,932.2,9328,932.8,B17,B21,0.41,0.88,0.38,0.75,1
Away,PASS,PASS,1,9328,932.8,9338,933.8,B21,B20,0.38,0.75,0.48,0.79,1
Away,PASS,PASS,1,9338,933.8,9356,935.6,B20,B16,0.48,0.79,0.54,0.58,1
Away,PASS,PASS,1,9400,940.0,9412,941.2,B16,B15,0.52,0.5,0.5,0.29,1
Away,PASS,PASS,1,9432,943.2,9446,944.6,B15,B18,0.47,0.25,0.3,0.02,1
Away,PASS,PASS,1,9474,947.4,9488,948.8,B18,B21,0.26,0.09,0.31,0.33,1
Away,PASS,PASS,1,9492,949.2,9500,950.0,B21,B19,0.31,0.34,0.22,0.4,1
Away,PASS,PASS,1,9500,950.0,9507,950.7,B19,B21,0.22,0.4,0.28,0.34,1
Away,CHALLENGE,GROUND-WON,1,9525,952.5,9525,952.5,B21,,0.29,0.33,,,1
Home,CHALLENGE,GROUND-LOST,1,9525,952.5,9525,952.5,A08,,0.29,0.33,,,1
Away,BALL LOST,INTERCEPTION,1,9539,953.9,9545,954.5,B21,,0.3,0.38,0.31,0.45,1
Home,RECOVERY,RECOVERY,1,9544,954.4,9544,954.4,A09,,0.32,0.49,,,1
Home,PASS,PASS,1,9544,954.4,9550,955.0,A09,A06,0.32,0.49,0.3,0.45,1
Home,BALL LOST,INTERCEPTION,1,9562,956.2,9564,956.4,A06,,0.3,0.48,0.29,0.59,1
Away,RECOVERY,INTERCEPTION,1,9564,956.4,9564,956.4,B19,,0.31,0.52,,,1
Away,PASS,PASS,1,9564,956.4,9577,957.7,B19,B24,0.31,0.52,0.3,0.47,1
Away,PASS,PASS,1,9584,958.4,9591,959.1,B24,B18,0.3,0.44,0.29,0.31,1
Away,BALL LOST,BALL LOST,1,9611,961.1,9615,961.5,B18,,0.27,0.42,0.25,0.52,1
Home,RECOVERY,RECOVERY,1,9614,961.4,9614,961.4,A06,,0.24,0.5,,,1
Home,PASS,PASS,1,9614,961.4,9629,962.9,A06,A04,0.24,0.5,0.18,0.37,1
Home,PASS,PASS,1,9629,962.9,9640,964.0,A04,A02,0.18,0.37,0.15,0.54,1
Home,BALL LOST,BALL LOST,1,9640,964.0,9675,967.5,A02,,0.15,0.54,0.47,0.54,1
Away,RECOVERY,RECOVERY,1,9675,967.5,9675,967.5,B16,,0.49,0.54,,,1
Away,PASS,PASS,1,9675,967.5,9688,968.8,B16,B19,0.49,0.54,0.34,0.65,1
Away,PASS,PASS,1,9688,968.8,9696,969.6,B19,B21,0.34,0.65,0.35,0.5,1
Away,PASS,PASS,1,9707,970.7,9715,971.5,B21,B19,0.34,0.53,0.35,0.66,1
Away,PASS,PASS,1,9724,972.4,9754,975.4,B19,B23,0.33,0.66,0.18,0.12,1
Away,PASS,PASS,1,9758,975.8,9774,977.4,B23,B18,0.19,0.11,0.12,0.17,1
Away,BALL LOST,INTERCEPTION,1,9774,977.4,9795,979.5,B18,,0.12,0.17,0.09,0.11,1
Away,CHALLENGE,GROUND-LOST,1,9780,978.0,9780,978.0,B18,,0.1,0.16,,,1
Home,CHALLENGE,GROUND-WON,1,9780,978.0,9780,978.0,A08,,0.09,0.16,,,1
Home,RECOVERY,INTERCEPTION,1,9795,979.5,9795,979.5,A08,,0.07,0.11,,,1
Home,BALL LOST,BALL LOST,1,9821,982.1,9824,982.4,A08,,0.16,0.03,0.25,0.05,1
Away,RECOVERY,RECOVERY,1,9823,982.3,9823,982.3,B23,,0.18,0.05,,,1
Away,BALL OUT,BALL OUT,1,9823,982.3,9837,983.7,B23,,0.18,0.05,0.29,-0.04,1
Home,SET PIECE,THROW IN,1,9992,999.2,9992,999.2,A04,,,,,,1
Home,PASS,PASS,1,9992,999.2,10013,1001.3,A04,A10,0.26,-0.01,0.34,0.1,1
Away,CHALLENGE,GROUND-FAULT-LOST,1,10030,1003.0,10030,1003.0,B20,,0.36,0.19,,,1
Home,CHALLENGE,GROUND-FAULT-WON,1,10035,1003.5,10035,1003.5,A10,,0.36,0.26,,,1
Home,FAULT RECEIVED,FAULT RECEIVED,1,10035,1003.5,10035,1003.5,A10,,0.36,0.26,,,1
Home,SET PIECE,FREE KICK,1,10191,1019.1,10191,1019.1,A07,,,,,,1
Home,PASS,PASS,1,10191,1019.1,10207,1020.7,A07,A06,0.42,0.37,0.39,0.64,1
Home,PASS,PASS,1,10219,1021.9,10232,1023.2,A06,A01,0.4,0.67,0.48,0.94,1
Home,CHALLENGE,DRIBBLE-WON,1,10238,1023.8,10238,1023.8,A01,,0.5,0.94,,,1
Home,BALL LOST,INTERCEPTION,1,10282,1028.2,10282,1028.2,A01,,0.73,0.95,0.76,0.93,1
Away,RECOVERY,INTERCEPTION,1,10282,1028.2,10282,1028.2,B22,,0.73,0.94,,,1
Away,BALL OUT,BALL OUT,1,10282,1028.2,10310,1031.0,B22,,0.73,0.94,1.04,0.93,1
Home,SET PIECE,CORNER KICK,1,10618,1061.8,10618,1061.8,A06,,,,,,1
Home,PASS,PASS,1,10618,1061.8,10636,1063.6,A06,A10,0.97,0.98,0.86,0.66,1
Home,PASS,PASS,1,10636,1063.6,10644,1064.4,A10,A08,0.86,0.66,0.95,0.53,1
Home,SHOT,HEAD-OFF TARGET-OUT,1,10644,1064.4,10655,1065.5,A08,,0.95,0.53,1.03,0.47,1
Away,RECOVERY,RECOVERY,1,10899,1089.9,10899,1089.9,B25,,0.95,0.46,,,1
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,10899,1089.9,10932,1093.2,B25,,0.95,0.46,0.44,0.12,1
Home,CHALLENGE,AERIAL-WON,1,10932,1093.2,10932,1093.2,A04,,0.45,0.18,,,1
Home,RECOVERY,INTERCEPTION,1,10932,1093.2,10932,1093.2,A04,,0.45,0.18,,,1
Home,BALL LOST,HEAD,1,10932,1093.2,10966,1096.6,A04,,0.45,0.18,0.46,0.55,1
Away,CHALLENGE,AERIAL-LOST,1,10932,1093.2,10932,1093.2,B18,,0.46,0.17,,,1
Away,RECOVERY,RECOVERY,1,10965,1096.5,10965,1096.5,B21,,0.45,0.53,,,1
Away,PASS,PASS,1,10965,1096.5,10983,1098.3,B21,B22,0.45,0.53,0.36,0.89,1
Away,PASS,PASS,1,11014,1101.4,11023,1102.3,B22,B21,0.31,0.92,0.36,0.82,1
Away,PASS,PASS,1,11032,1103.2,11041,1104.1,B21,B23,0.34,0.82,0.23,0.78,1
Away,PASS,PASS,1,11044,1104.4,11050,1105.0,B23,B21,0.24,0.78,0.28,0.83,1
Away,PASS,PASS,1,11063,1106.3,11070,1107.0,B21,B19,0.27,0.8,0.31,0.72,1
Away,BALL LOST,INTERCEPTION,1,11085,1108.5,11090,1109.0,B19,,0.28,0.72,0.23,0.84,1
Home,RECOVERY,INTERCEPTION,1,11090,1109.0,11090,1109.0,A05,,0.22,0.84,,,1
Home,PASS,PASS,1,11090,1109.0,11099,1109.9,A05,A01,0.22,0.84,0.15,0.79,1
Home,PASS,PASS,1,11112,1111.2,11119,1111.9,A01,A05,0.17,0.8,0.23,0.9,1
Home,PASS,PASS,1,11119,1111.9,11136,1113.6,A05,A07,0.23,0.9,0.29,0.79,1
Home,PASS,PASS,1,11136,1113.6,11148,1114.8,A07,A05,0.29,0.79,0.38,0.92,1
Home,PASS,PASS,1,11177,1117.7,11197,1119.7,A05,A08,0.54,0.73,0.63,0.3,1
Home,BALL LOST,BALL LOST,1,11232,1123.2,11243,1124.3,A08,,0.83,0.25,0.98,0.5,1
Away,RECOVERY,RECOVERY,1,11243,1124.3,11243,1124.3,B25,,0.98,0.48,,,1
Away,PASS,PASS,1,11336,1133.6,11363,1136.3,B25,B21,0.86,0.55,0.63,0.97,1
Away,BALL LOST,INTERCEPTION,1,11411,1141.1,11436,1143.6,B21,,0.42,0.96,0.13,0.87,1
Home,RECOVERY,INTERCEPTION,1,11435,1143.5,11435,1143.5,A02,,0.17,0.82,,,1
Home,BALL OUT,CLEARANCE,1,11435,1143.5,11442,1144.2,A02,,0.17,0.82,0.13,1.03,1
Away,SET PIECE,THROW IN,1,11516,1151.6,11516,1151.6,B21,,,,,,1
Away,PASS,PASS,1,11516,1151.6,11525,1152.5,B21,B22,0.19,1.01,0.25,0.98,1
Away,PASS,PASS,1,11544,1154.4,11554,1155.4,B22,B19,0.26,0.95,0.29,0.77,1
Away,PASS,PASS,1,11567,1156.7,11578,1157.8,B19,B22,0.28,0.79,0.26,0.95,1
Away,PASS,PASS,1,11583,1158.3,11593,1159.3,B22,B21,0.26,0.94,0.17,0.98,1
Away,BALL LOST,CROSS-INTERCEPTION,1,11607,1160.7,11625,1162.5,B21,,0.16,0.96,0.09,0.44,1
Home,RECOVERY,INTERCEPTION,1,11626,1162.6,11626,1162.6,A02,,0.13,0.71,,,1
Home,PASS,PASS,1,11626,1162.6,11639,1163.9,A02,A09,0.13,0.71,0.27,0.6,1
Home,PASS,PASS,1,11639,1163.9,11645,1164.5,A09,A06,0.27,0.6,0.2,0.56,1
Home,PASS,PASS,1,11684,1168.4,11697,1169.7,A06,A03,0.2,0.52,0.16,0.36,1
Home,BALL LOST,INTERCEPTION,1,11706,1170.6,11721,1172.1,A03,,0.19,0.31,0.33,0.05,1
Away,RECOVERY,INTERCEPTION,1,11721,1172.1,11721,1172.1,B18,,0.32,0.11,,,1
Away,PASS,PASS,1,11735,1173.5,11747,1174.7,B18,B24,0.28,0.06,0.21,0.19,1
Away,PASS,PASS,1,11758,1175.8,11768,1176.8,B24,B19,0.22,0.19,0.28,0.35,1
Away,PASS,PASS,1,11788,1178.8,11807,1180.7,B19,B18,0.26,0.39,0.12,0.07,1
Away,BALL LOST,OFFSIDE,1,11807,1180.7,11807,1180.7,B18,,0.12,0.07,,,1
Home,SET PIECE,FREE KICK,1,12148,1214.8,12148,1214.8,A11,,,,,,1
Home,BALL LOST,INTERCEPTION,1,12148,1214.8,12177,1217.7,A11,,0.16,0.18,0.67,0.13,1
Away,RECOVERY,INTERCEPTION,1,12177,1217.7,12177,1217.7,B15,,0.67,0.21,,,1
Away,PASS,HEAD,1,12177,1217.7,12194,1219.4,B15,B19,0.67,0.21,0.61,0.34,1
Away,BALL LOST,INTERCEPTION,1,12202,1220.2,12207,1220.7,B19,,0.61,0.37,0.62,0.38,1
Home,RECOVERY,RECOVERY,1,12208,1220.8,12208,1220.8,A06,,0.6,0.4,,,1
Home,PASS,PASS,1,12238,1223.8,12252,1225.2,A06,A10,0.59,0.61,0.62,0.75,1
Home,PASS,PASS,1,12262,1226.2,12275,1227.5,A10,A05,0.65,0.77,0.69,0.94,1
Home,PASS,PASS,1,12284,1228.4,12292,1229.2,A05,A06,0.69,0.93,0.61,0.84,1
Home,PASS,PASS,1,12292,1229.2,12302,1230.2,A06,A10,0.61,0.84,0.7,0.72,1
Home,CHALLENGE,TACKLE-LOST,1,12323,1232.3,12323,1232.3,A10,,0.76,0.66,,,1
Home,BALL LOST,THEFT,1,12323,1232.3,12323,1232.3,A10,,0.76,0.66,,,1
Away,CHALLENGE,TACKLE-WON,1,12323,1232.3,12323,1232.3,B19,,0.76,0.66,,,1
Away,RECOVERY,THEFT,1,12323,1232.3,12323,1232.3,B19,,0.76,0.66,,,1
Away,PASS,PASS,1,12323,1232.3,12333,1233.3,B19,B21,0.76,0.66,0.77,0.63,1
Away,BALL LOST,INTERCEPTION,1,12347,1234.7,12360,1236.0,B21,,0.75,0.62,0.6,0.8,1
Home,RECOVERY,INTERCEPTION,1,12359,1235.9,12359,1235.9,A01,,0.6,0.8,,,1
Home,PASS,PASS,1,12374,1237.4,12386,1238.6,A01,A07,0.6,0.74,0.59,0.62,1
Home,PASS,PASS,1,12396,1239.6,12407,1240.7,A07,A09,0.61,0.61,0.65,0.49,1
Home,PASS,PASS,1,12415,1241.5,12431,1243.1,A09,A04,0.67,0.45,0.68,0.19,1
Home,PASS,PASS,1,12464,1246.4,12476,1247.6,A04,A07,0.81,0.28,0.75,0.37,1
Home,SHOT,OFF TARGET-OUT,1,12476,1247.6,12494,1249.4,A07,,0.75,0.37,1.05,0.59,1
Away,RECOVERY,RECOVERY,1,12619,1261.9,12619,1261.9,B25,,0.96,0.62,,,1
Away,PASS,GOAL KICK,1,12619,1261.9,12639,1263.9,B25,B17,0.96,0.62,0.89,0.88,1
Away,PASS,PASS,1,12684,1268.4,12694,1269.4,B17,B20,0.69,0.88,0.65,0.67,1
Away,BALL LOST,BALL LOST,1,12696,1269.6,12698,1269.8,B20,,0.64,0.67,0.66,0.69,1
Home,RECOVERY,RECOVERY,1,12698,1269.8,12698,1269.8,A10,,0.66,0.65,,,1
Home,BALL LOST,BALL LOST,1,12698,1269.8,12728,1272.8,A10,,0.66,0.65,0.77,0.83,1
Away,RECOVERY,RECOVERY,1,12728,1272.8,12728,1272.8,B17,,0.77,0.87,,,1
Home,CHALLENGE,GROUND-FAULT-LOST,1,12760,1276.0,12760,1276.0,A10,,0.72,0.96,,,1
Away,CHALLENGE,GROUND-FAULT-WON,1,12761,1276.1,12761,1276.1,B17,,0.72,0.98,,,1
Away,FAULT RECEIVED,FAULT RECEIVED,1,12761,1276.1,12761,1276.1,B17,,0.72,0.98,,,1
Away,SET PIECE,FREE KICK,1,12936,1293.6,12936,1293.6,B17,,,,,,1
Away,PASS,PASS,1,12936,1293.6,12959,1295.9,B17,B16,0.71,0.96,0.76,0.53,1
Away,PASS,PASS,1,12974,1297.4,12987,1298.7,B16,B15,0.74,0.47,0.65,0.24,1
Away,PASS,PASS,1,13048,1304.8,13063,1306.3,B15,B16,0.5,0.2,0.6,0.4,1
Away,PASS,PASS,1,13096,1309.6,13124,1312.4,B16,B17,0.57,0.46,0.51,0.94,1
Away,BALL OUT,BALL OUT,1,13142,1314.2,13180,1318.0,B17,,0.49,0.9,-0.04,0.87,1
Home,RECOVERY,RECOVERY,1,13458,1345.8,13458,1345.8,A11,,0.04,0.5,,,1
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,13458,1345.8,13490,1349.0,A11,,0.04,0.5,0.61,0.85,1
Away,RECOVERY,INTERCEPTION,1,13490,1349.0,13490,1349.0,B22,,0.57,0.86,,,1
Away,BALL LOST,HEAD-INTERCEPTION,1,13490,1349.0,13511,1351.1,B22,,0.57,0.86,0.51,0.86,1
Home,RECOVERY,RECOVERY,1,13510,1351.0,13510,1351.0,A01,,0.49,0.92,,,1
Home,BALL LOST,BALL LOST,1,13530,1353.0,13539,1353.9,A01,,0.57,0.98,0.62,0.83,1
Away,RECOVERY,RECOVERY,1,13539,1353.9,13539,1353.9,B20,,0.62,0.86,,,1
Away,PASS,PASS,1,13546,1354.6,13552,1355.2,B20,B19,0.61,0.87,0.57,0.8,1
Away,BALL LOST,INTERCEPTION,1,13552,1355.2,13558,1355.8,B19,,0.57,0.8,0.53,0.88,1
Home,RECOVERY,INTERCEPTION,1,13558,1355.8,13558,1355.8,A06,,0.51,0.92,,,1
Home,BALL OUT,BALL OUT,1,13558,1355.8,13566,1356.6,A06,,0.51,0.92,0.53,1.04,1
Away,SET PIECE,THROW IN,1,13665,1366.5,13665,1366.5,B22,,,,,,1
Away,PASS,PASS,1,13665,1366.5,13682,1368.2,B22,B17,0.48,1.01,0.67,0.95,1
Away,PASS,PASS,1,13694,1369.4,13707,1370.7,B17,B16,0.66,0.91,0.7,0.54,1
Away,PASS,PASS,1,13720,1372.0,13736,1373.6,B16,B15,0.68,0.48,0.64,0.2,1
Away,PASS,PASS,1,13759,1375.9,13787,1378.7,B15,B22,0.61,0.22,0.35,0.97,1
Away,PASS,PASS,1,13806,1380.6,13836,1383.6,B22,B21,0.32,0.97,0.09,0.85,1
Away,BALL LOST,CROSS-INTERCEPTION,1,13848,1384.8,13858,1385.8,B21,,0.07,0.82,0.04,0.56,1
Home,RECOVERY,INTERCEPTION,1,13858,1385.8,13858,1385.8,A03,,0.05,0.53,,,1
Home,PASS,HEAD,1,13858,1385.8,13885,1388.5,A03,A11,0.05,0.53,0.07,0.47,1
Home,PASS,PASS,1,13929,1392.9,13946,1394.6,A11,A04,0.09,0.47,0.16,0.22,1
Home,BALL LOST,BALL LOST,1,13992,1399.2,14017,1401.7,A04,,0.27,0.04,0.54,0.45,1
Away,RECOVERY,RECOVERY,1,14017,1401.7,14017,1401.7,B17,,0.53,0.45,,,1
Away,PASS,PASS,1,14034,1403.4,14041,1404.1,B17,B20,0.5,0.44,0.44,0.32,1
Away,PASS,PASS,1,14076,1407.6,14090,1409.0,B20,B18,0.35,0.28,0.32,0.03,1
Away,PASS,PASS,1,14126,1412.6,14144,1414.4,B18,B19,0.3,0.06,0.43,0.3,1
Away,PASS,PASS,1,14176,1417.6,14202,1420.2,B19,B17,0.43,0.4,0.43,0.8,1
Away,PASS,PASS,1,14202,1420.2,14216,1421.6,B17,B22,0.43,0.8,0.28,0.97,1
Away,BALL OUT,BALL OUT,1,14237,1423.7,14275,1427.5,B22,,0.31,0.92,-0.04,0.82,1
Home,RECOVERY,RECOVERY,1,14485,1448.5,14485,1448.5,A11,,0.01,0.5,,,1
Home,BALL LOST,INTERCEPTION,1,14485,1448.5,14534,1453.4,A11,,0.01,0.5,0.58,0.25,1
Home,CHALLENGE,AERIAL-LOST,1,14534,1453.4,14534,1453.4,A08,,0.57,0.26,,,1
Away,CHALLENGE,AERIAL-WON,1,14534,1453.4,14534,1453.4,B15,,0.58,0.26,,,1
Away,RECOVERY,INTERCEPTION,1,14534,1453.4,14534,1453.4,B15,,0.58,0.26,,,1
Away,BALL LOST,INTERCEPTION,1,14534,1453.4,14546,1454.6,B15,,0.58,0.26,0.56,0.26,1
Home,RECOVERY,INTERCEPTION,1,14548,1454.8,14548,1454.8,A08,,0.56,0.24,,,1
Home,CHALLENGE,GROUND-LOST,1,14564,1456.4,14564,1456.4,A08,,0.59,0.12,,,1
Home,BALL LOST,INTERCEPTION,1,14564,1456.4,14564,1456.4,A08,,0.59,0.12,,,1
Away,CHALLENGE,TACKLE-WON,1,14566,1456.6,14566,1456.6,B15,,0.6,0.12,,,1
Away,RECOVERY,THEFT,1,14566,1456.6,14566,1456.6,B15,,0.6,0.12,,,1
Away,BALL OUT,BALL OUT,1,14566,1456.6,14585,1458.5,B15,,0.6,0.12,0.52,-0.04,1
Home,SET PIECE,THROW IN,1,14614,1461.4,14614,1461.4,A04,,,,,,1
Home,PASS,PASS,1,14614,1461.4,14648,1464.8,A04,A03,0.46,0.01,0.29,0.24,1
Home,PASS,PASS,1,14648,1464.8,14677,1467.7,A03,A01,0.29,0.24,0.35,0.76,1
Home,PASS,PASS,1,14677,1467.7,14688,1468.8,A01,A10,0.35,0.76,0.45,0.68,1
Home,BALL OUT,BALL OUT,1,14688,1468.8,14705,1470.5,A10,,0.45,0.68,0.47,1.01,1
Away,SET PIECE,THROW IN,1,14752,1475.2,14752,1475.2,B22,,,,,,1
Away,PASS,PASS,1,14752,1475.2,14763,1476.3,B22,B17,0.49,1.01,0.59,0.94,1
Away,PASS,PASS,1,14783,1478.3,14799,1479.9,B17,B16,0.58,0.89,0.65,0.66,1
Away,PASS,PASS,1,14811,1481.1,14833,1483.3,B16,B15,0.64,0.63,0.6,0.27,1
Away,PASS,PASS,1,14851,1485.1,14862,1486.2,B15,B18,0.55,0.21,0.38,0.0,1
Away,PASS,PASS,1,14873,1487.3,14878,1487.8,B18,B19,0.38,0.0,0.44,0.13,1
Away,PASS,PASS,1,14886,1488.6,14894,1489.4,B19,B20,0.43,0.11,0.38,0.25,1
Away,CHALLENGE,GROUND-WON,1,14922,1492.2,14922,1492.2,B20,,0.27,0.24,,,1
Home,CHALLENGE,GROUND-LOST,1,14924,1492.4,14924,1492.4,A07,,0.26,0.24,,,1
Home,CHALLENGE,GROUND-LOST,1,14937,1493.7,14937,1493.7,A08,,0.19,0.2,,,1
Away,CHALLENGE,GROUND-WON,1,14941,1494.1,14941,1494.1,B20,,0.19,0.23,,,1
Away,BALL LOST,INTERCEPTION,1,14953,1495.3,14953,1495.3,B20,,0.16,0.22,,,1
Away,CHALLENGE,TACKLE-FAULT-LOST,1,14953,1495.3,14953,1495.3,B20,,0.16,0.22,,,1
Home,CHALLENGE,TACKLE-FAULT-WON,1,14955,1495.5,14955,1495.5,A04,,0.13,0.19,,,1
Home,SET PIECE,FREE KICK,1,15257,1525.7,15257,1525.7,A11,,,,,,1
Home,BALL LOST,BALL LOST,1,15257,1525.7,15293,1529.3,A11,,0.12,0.14,0.7,0.39,1
Home,CHALLENGE,AERIAL-LOST,1,15293,1529.3,15293,1529.3,A09,,0.67,0.4,,,1
Away,CHALLENGE,AERIAL-WON,1,15294,1529.4,15294,1529.4,B16,,0.68,0.39,,,1
Away,RECOVERY,INTERCEPTION,1,15294,1529.4,15294,1529.4,B16,,0.68,0.39,,,1
Away,PASS,PASS,1,15294,1529.4,15310,1531.0,B16,B21,0.68,0.39,0.58,0.43,1
Away,PASS,PASS,1,15310,1531.0,15316,1531.6,B21,B19,0.58,0.43,0.6,0.38,1
Home,CHALLENGE,TACKLE-WON,1,15326,1532.6,15326,1532.6,A06,,0.59,0.39,,,1
Home,RECOVERY,THEFT,1,15326,1532.6,15326,1532.6,A06,,0.59,0.39,,,1
Away,CHALLENGE,TACKLE-LOST,1,15327,1532.7,15327,1532.7,B19,,0.61,0.37,,,1
Away,BALL LOST,THEFT,1,15327,1532.7,15327,1532.7,B19,,0.61,0.37,,,1
Home,PASS,PASS,1,15330,1533.0,15337,1533.7,A06,A09,0.6,0.39,0.62,0.37,1
Home,PASS,PASS,1,15350,1535.0,15356,1535.6,A09,A07,0.63,0.33,0.54,0.38,1
Home,PASS,PASS,1,15368,1536.8,15383,1538.3,A07,A01,0.54,0.41,0.55,0.75,1
Away,RECOVERY,INTERCEPTION,1,15383,1538.3,15383,1538.3,B22,,0.59,0.75,,,1
Away,CHALLENGE,TACKLE-FAULT-LOST,1,15383,1538.3,15383,1538.3,B22,,0.59,0.75,,,1
Home,CHALLENGE,TACKLE-FAULT-WON,1,15385,1538.5,15385,1538.5,A01,,0.55,0.75,,,1
Home,FAULT RECEIVED,FAULT RECEIVED,1,15392,1539.2,15392,1539.2,A01,,0.56,0.76,,,1
Home,SET PIECE,FREE KICK,1,16991,1699.1,16991,1699.1,A06,,,,,,1
Home,PASS,PASS,1,16991,1699.1,16998,1699.8,A06,A10,0.56,0.73,0.56,0.97,1
Home,PASS,PASS,1,16998,1699.8,17010,1701.0,A10,A07,0.56,0.97,0.47,0.94,1
Home,PASS,PASS,1,17016,1701.6,17027,1702.7,A07,A02,0.47,0.94,0.36,0.82,1
Home,PASS,PASS,1,17037,1703.7,17050,1705.0,A02,A07,0.36,0.81,0.42,0.96,1
Home,BALL LOST,BALL LOST,1,17064,1706.4,17086,1708.6,A07,,0.41,0.96,0.75,0.64,1
Away,RECOVERY,INTERCEPTION,1,17088,1708.8,17088,1708.8,B16,,0.7,0.67,,,1
Away,BALL OUT,HEAD,1,17088,1708.8,17108,1710.8,B16,,0.7,0.67,0.69,1.02,1
Home,SET PIECE,THROW IN,1,17246,1724.6,17246,1724.6,A07,,,,,,1
