team,type,subtype,session,start_frame,start_time,end_frame,end_time,from,to,start_x,start_y,end_x,end_y,phase
Away,PASS,PASS,1,7552,755.2,7573,757.3,B17,B25,0.74,0.96,0.96,0.74,1
Away,BALL LOST,INTERCEPTION,1,7573,757.3,7608,760.8,B25,,0.96,0.74,0.51,0.79,1
Home,RECOVERY,INTERCEPTION,1,7608,760.8,7608,760.8,A02,,0.5,0.8,,,1
Home,BALL LOST,HEAD,1,7608,760.8,7646,764.6,A02,,0.5,0.8,0.69,0.52,1
Away,RECOVERY,RECOVERY,1,7647,764.7,7647,764.7,B19,,0.69,0.49,,,1
Away,PASS,PASS,1,7686,768.6,7701,770.1,B19,B18,0.54,0.3,0.45,0.02,1
Away,PASS,PASS,1,7708,770.8,7718,771.8,B18,B19,0.45,0.03,0.48,0.18,1
Away,PASS,PASS,1,7740,774.0,7752,775.2,B19,B20,0.48,0.23,0.44,0.48,1
Away,PASS,PASS,1,7752,775.2,7765,776.5,B20,B23,0.44,0.48,0.34,0.34,1
Away,PASS,DEEP BALL,1,7765,776.5,7788,778.8,B23,B24,0.34,0.34,0.13,0.37,1
Away,SHOT,ON TARGET-SAVED,1,7788,778.8,7794,779.4,B24,,0.13,0.37,0.02,0.48,1
Home,RECOVERY,SAVED,1,7793,779.3,7793,779.3,A11,,0.03,0.47,,,1
Home,PASS,PASS,1,7793,779.3,7812,781.2,A11,A03,0.03,0.47,0.08,0.41,1
Home,PASS,PASS,1,7812,781.2,7829,782.9,A03,A08,0.08,0.41,0.22,0.25,1
Home,BALL LOST,HEAD,1,7829,782.9,7847,784.7,A08,,0.22,0.25,0.34,0.22,1
Away,RECOVERY,INTERCEPTION,1,7847,784.7,7847,784.7,B20,,0.37,0.26,,,1
Away,BALL OUT,HEAD,1,7847,784.7,7884,788.4,B20,,0.37,0.26,0.41,-0.04,1
Home,SET PIECE,THROW IN,1,8059,805.9,8059,805.9,A04,,,,,,1
Home,BALL LOST,INTERCEPTION,1,8059,805.9,8074,807.4,A04,,0.39,0.0,0.51,0.16,1
Away,CHALLENGE,AERIAL-WON,1,8073,807.3,8073,807.3,B15,,0.51,0.12,,,1
Away,RECOVERY,INTERCEPTION,1,8073,807.3,8073,807.3,B15,,0.51,0.12,,,1
Away,PASS,HEAD,1,8073,807.3,8087,808.7,B15,B21,0.51,0.12,0.44,0.25,1
Home,CHALLENGE,AERIAL-LOST,1,8074,807.4,8074,807.4,A08,,0.5,0.1,,,1
Away,PASS,PASS,1,8118,811.8,8130,813.0,B21,B19,0.41,0.15,0.36,0.02,1
